"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"EES4760_HW5_ex_5_4.nlogox"
"Hilltop stopping q experiment"
"09/16/2026 22:43:29:507 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","149","0","149"
"[run number]","q","random-start","stop-at-hilltop","noise","real-elevation","[step]","clumping","corridor-width"
"2","0.1","true","true","false","true","680","7.868","1329.4646897166829"
"7","0.6","true","true","false","true","577","9.372","453.7772491867249"
"6","0.5","true","true","false","true","705","9.004","538.5241515900681"
"9","0.8","true","true","false","true","745","8.984","359.26140713124556"
"8","0.7","true","true","false","true","607","8.692","413.54722386923356"
"5","0.4","true","true","false","true","766","8.724","675.5694871273662"
"1","0","true","true","false","true","633","6.672","1538.954976682821"
"2","0.1","true","true","false","true","681","7.868","1329.4646897166824"
"3","0.2","true","true","false","true","508","8.616","1002.3181061478774"
"4","0.3","true","true","false","true","694","8.512","812.495927461274"
"6","0.5","true","true","false","true","706","9.004","538.5241515900683"
"9","0.8","true","true","false","true","746","8.984","359.2614071312458"
"7","0.6","true","true","false","true","578","9.372","453.77724918672493"
"8","0.7","true","true","false","true","608","8.692","413.54722386923316"
"5","0.4","true","true","false","true","767","8.724","675.569487127367"
"1","0","true","true","false","true","634","6.668","1537.5429045073652"
"2","0.1","true","true","false","true","682","7.868","1329.4646897166824"
"6","0.5","true","true","false","true","707","9.004","538.5241515900681"
"9","0.8","true","true","false","true","747","8.984","359.2614071312454"
"4","0.3","true","true","false","true","695","8.512","812.4959274612735"
"3","0.2","true","true","false","true","509","8.616","1002.3181061478776"
"5","0.4","true","true","false","true","768","8.724","675.5694871273669"
"7","0.6","true","true","false","true","579","9.372","453.777249186725"
"1","0","true","true","false","true","635","6.64","1536.5034778880977"
"2","0.1","true","true","false","true","683","7.868","1329.4646897166836"
"8","0.7","true","true","false","true","609","8.692","413.54722386923333"
"9","0.8","true","true","false","true","748","8.984","359.2614071312454"
"6","0.5","true","true","false","true","708","9.004","538.524151590068"
"4","0.3","true","true","false","true","696","8.512","812.4959274612736"
"5","0.4","true","true","false","true","769","8.724","675.5694871273665"
"3","0.2","true","true","false","true","510","8.616","1002.3181061478771"
"1","0","true","true","false","true","636","6.64","1535.984914349587"
"7","0.6","true","true","false","true","580","9.372","453.7772491867252"
"9","0.8","true","true","false","true","749","8.984","359.2614071312455"
"2","0.1","true","true","false","true","684","7.868","1329.4646897166824"
"8","0.7","true","true","false","true","610","8.692","413.5472238692336"
"6","0.5","true","true","false","true","709","9.004","538.524151590068"
"4","0.3","true","true","false","true","697","8.512","812.4959274612746"
"5","0.4","true","true","false","true","770","8.724","675.5694871273668"
"2","0.1","true","true","false","true","685","7.868","1329.464689716682"
"9","0.8","true","true","false","true","750","8.984","359.2614071312455"
"1","0","true","true","false","true","637","6.68","1536.400894100182"
"3","0.2","true","true","false","true","511","8.616","1002.3181061478772"
"4","0.3","true","true","false","true","698","8.512","812.4959274612745"
"6","0.5","true","true","false","true","710","9.004","538.5241515900678"
"8","0.7","true","true","false","true","611","8.692","413.54722386923316"
"7","0.6","true","true","false","true","581","9.372","453.7772491867249"
"5","0.4","true","true","false","true","771","8.724","675.5694871273663"
"2","0.1","true","true","false","true","686","7.868","1329.4646897166838"
"9","0.8","true","true","false","true","751","8.984","359.2614071312453"
"4","0.3","true","true","false","true","699","8.512","812.4959274612744"
"5","0.4","true","true","false","true","772","8.724","675.5694871273663"
"6","0.5","true","true","false","true","711","9.004","538.5241515900683"
"8","0.7","true","true","false","true","612","8.692","413.54722386923305"
"1","0","true","true","false","true","638","6.644","1536.8819732262991"
"3","0.2","true","true","false","true","512","8.616","1002.3181061478771"
"7","0.6","true","true","false","true","582","9.372","453.7772491867248"
"9","0.8","true","true","false","true","752","8.984","359.2614071312456"
"2","0.1","true","true","false","true","687","7.868","1329.4646897166822"
"5","0.4","true","true","false","true","773","8.724","675.5694871273669"
"4","0.3","true","true","false","true","700","8.512","812.4959274612744"
"6","0.5","true","true","false","true","712","9.004","538.5241515900685"
"8","0.7","true","true","false","true","613","8.692","413.54722386923305"
"9","0.8","true","true","false","true","753","8.984","359.26140713124545"
"1","0","true","true","false","true","639","6.632","1538.061965048751"
"5","0.4","true","true","false","true","774","8.724","675.5694871273663"
"3","0.2","true","true","false","true","513","8.616","1002.3181061478774"
"7","0.6","true","true","false","true","583","9.372","453.7772491867252"
"4","0.3","true","true","false","true","701","8.512","812.4959274612748"
"2","0.1","true","true","false","true","688","7.868","1329.4646897166817"
"6","0.5","true","true","false","true","713","9.004","538.5241515900683"
"9","0.8","true","true","false","true","754","8.984","359.26140713124533"
"8","0.7","true","true","false","true","614","8.692","413.5472238692333"
"5","0.4","true","true","false","true","775","8.724","675.5694871273671"
"4","0.3","true","true","false","true","702","8.512","812.495927461274"
"1","0","true","true","false","true","640","6.612","1538.255110794454"
"3","0.2","true","true","false","true","514","8.616","1002.3181061478781"
"2","0.1","true","true","false","true","689","7.868","1329.4646897166829"
"7","0.6","true","true","false","true","584","9.372","453.777249186725"
"9","0.8","true","true","false","true","755","8.984","359.2614071312456"
"8","0.7","true","true","false","true","615","8.692","413.54722386923333"
"6","0.5","true","true","false","true","714","9.004","538.5241515900676"
"5","0.4","true","true","false","true","776","8.724","675.5694871273668"
"4","0.3","true","true","false","true","703","8.512","812.4959274612748"
"1","0","true","true","false","true","641","6.628","1538.0546187154446"
"9","0.8","true","true","false","true","756","8.984","359.26140713124556"
"2","0.1","true","true","false","true","690","7.868","1329.4646897166833"
"3","0.2","true","true","false","true","515","8.616","1002.3181061478783"
"8","0.7","true","true","false","true","616","8.692","413.5472238692331"
"7","0.6","true","true","false","true","585","9.372","453.7772491867248"
"5","0.4","true","true","false","true","777","8.724","675.5694871273668"
"6","0.5","true","true","false","true","715","9.004","538.5241515900681"
"4","0.3","true","true","false","true","704","8.512","812.4959274612742"
"9","0.8","true","true","false","true","757","8.984","359.26140713124533"
"1","0","true","true","false","true","642","6.616","1538.809267445938"
"2","0.1","true","true","false","true","691","7.868","1329.4646897166829"
"5","0.4","true","true","false","true","778","8.724","675.5694871273669"
"8","0.7","true","true","false","true","617","8.692","413.54722386923316"
"7","0.6","true","true","false","true","586","9.372","453.77724918672476"
"4","0.3","true","true","false","true","705","8.512","812.4959274612748"
"3","0.2","true","true","false","true","516","8.616","1002.3181061478771"
"6","0.5","true","true","false","true","716","9.004","538.5241515900676"
"9","0.8","true","true","false","true","758","8.984","359.26140713124556"
"2","0.1","true","true","false","true","692","7.868","1329.4646897166833"
"5","0.4","true","true","false","true","779","8.724","675.5694871273669"
"1","0","true","true","false","true","643","6.604","1539.419250607762"
"8","0.7","true","true","false","true","618","8.692","413.54722386923333"
"4","0.3","true","true","false","true","706","8.512","812.4959274612747"
"9","0.8","true","true","false","true","759","8.984","359.26140713124545"
"6","0.5","true","true","false","true","717","9.004","538.5241515900676"
"7","0.6","true","true","false","true","587","9.372","453.7772491867246"
"5","0.4","true","true","false","true","780","8.724","675.569487127367"
"3","0.2","true","true","false","true","517","8.616","1002.3181061478772"
"2","0.1","true","true","false","true","693","7.868","1329.4646897166829"
"1","0","true","true","false","true","644","6.616","1540.4859351086295"
"4","0.3","true","true","false","true","707","8.512","812.4959274612744"
"9","0.8","true","true","false","true","760","8.984","359.26140713124573"
"8","0.7","true","true","false","true","619","8.692","413.5472238692334"
"6","0.5","true","true","false","true","718","9.004","538.5241515900674"
"5","0.4","true","true","false","true","781","8.724","675.5694871273669"
"7","0.6","true","true","false","true","588","9.372","453.77724918672516"
"4","0.3","true","true","false","true","708","8.512","812.4959274612742"
"1","0","true","true","false","true","645","6.616","1541.88814230563"
"9","0.8","true","true","false","true","761","8.984","359.2614071312458"
"3","0.2","true","true","false","true","518","8.616","1002.3181061478768"
"2","0.1","true","true","false","true","694","7.868","1329.464689716682"
"5","0.4","true","true","false","true","782","8.724","675.5694871273665"
"8","0.7","true","true","false","true","620","8.692","413.547223869233"
"6","0.5","true","true","false","true","719","9.004","538.5241515900683"
"4","0.3","true","true","false","true","709","8.512","812.4959274612742"
"9","0.8","true","true","false","true","762","8.984","359.2614071312455"
"5","0.4","true","true","false","true","783","8.724","675.5694871273669"
"7","0.6","true","true","false","true","589","9.372","453.77724918672493"
"1","0","true","true","false","true","646","6.628","1540.7571181717221"
"2","0.1","true","true","false","true","695","7.868","1329.464689716684"
"6","0.5","true","true","false","true","720","9.004","538.524151590068"
"8","0.7","true","true","false","true","621","8.692","413.5472238692332"
"3","0.2","true","true","false","true","519","8.616","1002.3181061478776"
"4","0.3","true","true","false","true","710","8.512","812.4959274612745"
"5","0.4","true","true","false","true","784","8.724","675.5694871273668"
"9","0.8","true","true","false","true","763","8.984","359.26140713124533"
"1","0","true","true","false","true","647","6.648","1540.6648963312725"
"2","0.1","true","true","false","true","696","7.868","1329.464689716682"
"7","0.6","true","true","false","true","590","9.372","453.77724918672476"
"6","0.5","true","true","false","true","721","9.004","538.5241515900677"
"8","0.7","true","true","false","true","622","8.692","413.54722386923305"
"4","0.3","true","true","false","true","711","8.512","812.4959274612746"
"5","0.4","true","true","false","true","785","8.724","675.5694871273668"
"3","0.2","true","true","false","true","520","8.616","1002.3181061478779"
"9","0.8","true","true","false","true","764","8.984","359.2614071312452"
"2","0.1","true","true","false","true","697","7.868","1329.4646897166824"
"1","0","true","true","false","true","648","6.636","1538.8336175393108"
"6","0.5","true","true","false","true","722","9.004","538.5241515900685"
"4","0.3","true","true","false","true","712","8.512","812.4959274612748"
"8","0.7","true","true","false","true","623","8.692","413.54722386923345"
"5","0.4","true","true","false","true","786","8.724","675.5694871273665"
"7","0.6","true","true","false","true","591","9.372","453.77724918672516"
"9","0.8","true","true","false","true","765","8.984","359.26140713124556"
"3","0.2","true","true","false","true","521","8.616","1002.3181061478762"
"2","0.1","true","true","false","true","698","7.868","1329.4646897166826"
"5","0.4","true","true","false","true","787","8.724","675.5694871273668"
"4","0.3","true","true","false","true","713","8.512","812.4959274612742"
"1","0","true","true","false","true","649","6.66","1538.9371799885414"
"8","0.7","true","true","false","true","624","8.692","413.54722386923316"
"6","0.5","true","true","false","true","723","9.004","538.5241515900681"
"9","0.8","true","true","false","true","766","8.984","359.2614071312455"
"3","0.2","true","true","false","true","522","8.616","1002.3181061478771"
"7","0.6","true","true","false","true","592","9.372","453.7772491867248"
"5","0.4","true","true","false","true","788","8.724","675.5694871273664"
"2","0.1","true","true","false","true","699","7.868","1329.4646897166824"
"4","0.3","true","true","false","true","714","8.512","812.4959274612742"
"8","0.7","true","true","false","true","625","8.692","413.5472238692332"
"9","0.8","true","true","false","true","767","8.984","359.26140713124573"
"6","0.5","true","true","false","true","724","9.004","538.5241515900674"
"1","0","true","true","false","true","650","6.664","1540.0054331048757"
"5","0.4","true","true","false","true","789","8.724","675.5694871273665"
"3","0.2","true","true","false","true","523","8.616","1002.3181061478774"
"2","0.1","true","true","false","true","700","7.868","1329.4646897166822"
"4","0.3","true","true","false","true","715","8.512","812.4959274612739"
"9","0.8","true","true","false","true","768","8.984","359.26140713124545"
"7","0.6","true","true","false","true","593","9.372","453.77724918672465"
"6","0.5","true","true","false","true","725","9.004","538.5241515900676"
"8","0.7","true","true","false","true","626","8.692","413.54722386923316"
"1","0","true","true","false","true","651","6.616","1540.052883123519"
"5","0.4","true","true","false","true","790","8.724","675.5694871273669"
"4","0.3","true","true","false","true","716","8.512","812.4959274612747"
"2","0.1","true","true","false","true","701","7.868","1329.4646897166829"
"9","0.8","true","true","false","true","769","8.984","359.2614071312452"
"5","0.4","true","true","false","true","791","8.724","675.5694871273665"
"3","0.2","true","true","false","true","524","8.616","1002.3181061478779"
"6","0.5","true","true","false","true","726","9.004","538.524151590068"
"8","0.7","true","true","false","true","627","8.692","413.5472238692333"
"7","0.6","true","true","false","true","594","9.372","453.7772491867247"
"1","0","true","true","false","true","652","6.668","1539.4842002212586"
"4","0.3","true","true","false","true","717","8.512","812.4959274612744"
"9","0.8","true","true","false","true","770","8.984","359.2614071312454"
"5","0.4","true","true","false","true","792","8.724","675.5694871273669"
"2","0.1","true","true","false","true","702","7.868","1329.4646897166824"
"6","0.5","true","true","false","true","727","9.004","538.5241515900684"
"8","0.7","true","true","false","true","628","8.692","413.54722386923294"
"3","0.2","true","true","false","true","525","8.616","1002.3181061478776"
"1","0","true","true","false","true","653","6.68","1540.9024085643803"
"9","0.8","true","true","false","true","771","8.984","359.26140713124556"
"4","0.3","true","true","false","true","718","8.512","812.4959274612742"
"7","0.6","true","true","false","true","595","9.372","453.77724918672476"
"5","0.4","true","true","false","true","793","8.724","675.5694871273668"
"2","0.1","true","true","false","true","703","7.868","1329.4646897166824"
"8","0.7","true","true","false","true","629","8.692","413.54722386923316"
"6","0.5","true","true","false","true","728","9.004","538.5241515900674"
"5","0.4","true","true","false","true","794","8.724","675.5694871273664"
"9","0.8","true","true","false","true","772","8.984","359.26140713124585"
"4","0.3","true","true","false","true","719","8.512","812.4959274612743"
"3","0.2","true","true","false","true","526","8.616","1002.3181061478774"
"2","0.1","true","true","false","true","704","7.868","1329.4646897166833"
"1","0","true","true","false","true","654","6.668","1540.9530562901914"
"7","0.6","true","true","false","true","596","9.372","453.7772491867249"
"8","0.7","true","true","false","true","630","8.692","413.54722386923316"
"5","0.4","true","true","false","true","795","8.724","675.5694871273664"
"6","0.5","true","true","false","true","729","9.004","538.524151590068"
"4","0.3","true","true","false","true","720","8.512","812.4959274612742"
"9","0.8","true","true","false","true","773","8.984","359.2614071312452"
"2","0.1","true","true","false","true","705","7.868","1329.464689716682"
"1","0","true","true","false","true","655","6.64","1539.8793557144777"
"3","0.2","true","true","false","true","527","8.616","1002.3181061478779"
"5","0.4","true","true","false","true","796","8.724","675.5694871273669"
"8","0.7","true","true","false","true","631","8.692","413.5472238692334"
"4","0.3","true","true","false","true","721","8.512","812.495927461275"
"7","0.6","true","true","false","true","597","9.372","453.77724918672493"
"9","0.8","true","true","false","true","774","8.984","359.26140713124556"
"6","0.5","true","true","false","true","730","9.004","538.5241515900676"
"1","0","true","true","false","true","656","6.628","1539.2793566700313"
"2","0.1","true","true","false","true","706","7.868","1329.4646897166822"
"5","0.4","true","true","false","true","797","8.724","675.5694871273669"
"3","0.2","true","true","false","true","528","8.616","1002.3181061478776"
"4","0.3","true","true","false","true","722","8.512","812.4959274612742"
"9","0.8","true","true","false","true","775","8.984","359.2614071312457"
"6","0.5","true","true","false","true","731","9.004","538.5241515900675"
"8","0.7","true","true","false","true","632","8.692","413.54722386923305"
"7","0.6","true","true","false","true","598","9.372","453.77724918672465"
"5","0.4","true","true","false","true","798","8.724","675.5694871273666"
"1","0","true","true","false","true","657","6.608","1539.7517670672898"
"2","0.1","true","true","false","true","707","7.868","1329.4646897166824"
"4","0.3","true","true","false","true","723","8.512","812.4959274612747"
"9","0.8","true","true","false","true","776","8.984","359.2614071312454"
"6","0.5","true","true","false","true","732","9.004","538.5241515900676"
"3","0.2","true","true","false","true","529","8.616","1002.3181061478772"
"5","0.4","true","true","false","true","799","8.724","675.5694871273672"
"8","0.7","true","true","false","true","633","8.692","413.5472238692333"
"2","0.1","true","true","false","true","708","7.868","1329.4646897166824"
"7","0.6","true","true","false","true","599","9.372","453.7772491867248"
"1","0","true","true","false","true","658","6.604","1539.0168125614207"
"4","0.3","true","true","false","true","724","8.512","812.4959274612745"
"9","0.8","true","true","false","true","777","8.984","359.2614071312454"
"6","0.5","true","true","false","true","733","9.004","538.5241515900682"
"5","0.4","true","true","false","true","800","8.724","675.5694871273669"
"8","0.7","true","true","false","true","634","8.692","413.54722386923316"
"2","0.1","true","true","false","true","709","7.868","1329.464689716683"
"4","0.3","true","true","false","true","725","8.512","812.4959274612745"
"3","0.2","true","true","false","true","530","8.616","1002.3181061478776"
"9","0.8","true","true","false","true","778","8.984","359.2614071312458"
"7","0.6","true","true","false","true","600","9.372","453.77724918672493"
"1","0","true","true","false","true","659","6.64","1538.3129605269528"
"5","0.4","true","true","false","true","801","8.724","675.5694871273668"
"6","0.5","true","true","false","true","734","9.004","538.5241515900676"
"8","0.7","true","true","false","true","635","8.692","413.5472238692335"
"4","0.3","true","true","false","true","726","8.512","812.4959274612742"
"2","0.1","true","true","false","true","710","7.868","1329.464689716682"
"9","0.8","true","true","false","true","779","8.984","359.26140713124556"
"5","0.4","true","true","false","true","802","8.724","675.5694871273663"
"1","0","true","true","false","true","660","6.636","1539.0809468224911"
"7","0.6","true","true","false","true","601","9.372","453.7772491867245"
"3","0.2","true","true","false","true","531","8.616","1002.3181061478779"
"6","0.5","true","true","false","true","735","9.004","538.5241515900673"
"4","0.3","true","true","false","true","727","8.512","812.4959274612751"
"8","0.7","true","true","false","true","636","8.692","413.5472238692334"
"5","0.4","true","true","false","true","803","8.724","675.569487127367"
"2","0.1","true","true","false","true","711","7.868","1329.4646897166829"
"9","0.8","true","true","false","true","780","8.984","359.2614071312455"
"1","0","true","true","false","true","661","6.636","1539.5720723504737"
"4","0.3","true","true","false","true","728","8.512","812.4959274612748"
"5","0.4","true","true","false","true","804","8.724","675.5694871273673"
"6","0.5","true","true","false","true","736","9.004","538.5241515900682"
"3","0.2","true","true","false","true","532","8.616","1002.3181061478776"
"7","0.6","true","true","false","true","602","9.372","453.7772491867249"
"9","0.8","true","true","false","true","781","8.984","359.26140713124545"
"8","0.7","true","true","false","true","637","8.692","413.5472238692329"
"2","0.1","true","true","false","true","712","7.868","1329.4646897166829"
"5","0.4","true","true","false","true","805","8.724","675.5694871273669"
"4","0.3","true","true","false","true","729","8.512","812.4959274612746"
"9","0.8","true","true","false","true","782","8.984","359.2614071312455"
"6","0.5","true","true","false","true","737","9.004","538.5241515900674"
"1","0","true","true","false","true","662","6.576","1539.8548029821645"
"5","0.4","true","true","false","true","806","8.724","675.5694871273665"
"8","0.7","true","true","false","true","638","8.692","413.54722386923254"
"2","0.1","true","true","false","true","713","7.868","1329.4646897166824"
"3","0.2","true","true","false","true","533","8.616","1002.3181061478774"
"7","0.6","true","true","false","true","603","9.372","453.77724918672516"
"4","0.3","true","true","false","true","730","8.512","812.4959274612742"
"9","0.8","true","true","false","true","783","8.984","359.2614071312454"
"5","0.4","true","true","false","true","807","8.724","675.5694871273665"
"6","0.5","true","true","false","true","738","9.004","538.5241515900682"
"1","0","true","true","false","true","663","6.6","1538.3410381602973"
"2","0.1","true","true","false","true","714","7.868","1329.4646897166833"
"8","0.7","true","true","false","true","639","8.692","413.54722386923294"
"4","0.3","true","true","false","true","731","8.512","812.4959274612742"
"5","0.4","true","true","false","true","808","8.724","675.5694871273669"
"9","0.8","true","true","false","true","784","8.984","359.2614071312455"
"3","0.2","true","true","false","true","534","8.616","1002.3181061478774"
"7","0.6","true","true","false","true","604","9.372","453.7772491867247"
"6","0.5","true","true","false","true","739","9.004","538.5241515900678"
"2","0.1","true","true","false","true","715","7.868","1329.4646897166829"
"5","0.4","true","true","false","true","809","8.724","675.5694871273669"
"1","0","true","true","false","true","664","6.604","1538.0729663341372"
"8","0.7","true","true","false","true","640","8.692","413.5472238692331"
"9","0.8","true","true","false","true","785","8.984","359.2614071312453"
"4","0.3","true","true","false","true","732","8.512","812.495927461275"
"6","0.5","true","true","false","true","740","9.004","538.5241515900675"
"5","0.4","true","true","false","true","810","8.724","675.569487127367"
"3","0.2","true","true","false","true","535","8.616","1002.3181061478781"
"7","0.6","true","true","false","true","605","9.372","453.7772491867248"
"9","0.8","true","true","false","true","786","8.984","359.26140713124573"
"2","0.1","true","true","false","true","716","7.868","1329.4646897166824"
"4","0.3","true","true","false","true","733","8.512","812.4959274612747"
"8","0.7","true","true","false","true","641","8.692","413.54722386923345"
"1","0","true","true","false","true","665","6.616","1538.552230320524"
"5","0.4","true","true","false","true","811","8.724","675.569487127366"
"6","0.5","true","true","false","true","741","9.004","538.5241515900672"
"9","0.8","true","true","false","true","787","8.984","359.26140713124556"
"3","0.2","true","true","false","true","536","8.616","1002.3181061478779"
"2","0.1","true","true","false","true","717","7.868","1329.4646897166824"
"4","0.3","true","true","false","true","734","8.512","812.4959274612747"
"7","0.6","true","true","false","true","606","9.372","453.7772491867248"
"5","0.4","true","true","false","true","812","8.724","675.5694871273664"
"8","0.7","true","true","false","true","642","8.692","413.5472238692331"
"6","0.5","true","true","false","true","742","9.004","538.5241515900685"
"9","0.8","true","true","false","true","788","8.984","359.2614071312452"
"1","0","true","true","false","true","666","6.608","1538.5839985885455"
"5","0.4","true","true","false","true","813","8.724","675.5694871273668"
"4","0.3","true","true","false","true","735","8.512","812.4959274612743"
"2","0.1","true","true","false","true","718","7.868","1329.4646897166826"
"7","0.6","true","true","false","true","607","9.372","453.7772491867252"
"3","0.2","true","true","false","true","537","8.616","1002.3181061478774"
"8","0.7","true","true","false","true","643","8.692","413.54722386923316"
"9","0.8","true","true","false","true","789","8.984","359.26140713124556"
"5","0.4","true","true","false","true","814","8.724","675.5694871273668"
"6","0.5","true","true","false","true","743","9.004","538.5241515900675"
"4","0.3","true","true","false","true","736","8.512","812.4959274612744"
"1","0","true","true","false","true","667","6.636","1538.697804621126"
"2","0.1","true","true","false","true","719","7.868","1329.464689716682"
"8","0.7","true","true","false","true","644","8.692","413.54722386923305"
"5","0.4","true","true","false","true","815","8.724","675.5694871273663"
"9","0.8","true","true","false","true","790","8.984","359.2614071312457"
"7","0.6","true","true","false","true","608","9.372","453.7772491867248"
"3","0.2","true","true","false","true","538","8.616","1002.3181061478774"
"6","0.5","true","true","false","true","744","9.004","538.5241515900681"
"4","0.3","true","true","false","true","737","8.512","812.4959274612751"
"1","0","true","true","false","true","668","6.636","1539.3821487306034"
"2","0.1","true","true","false","true","720","7.868","1329.464689716683"
"5","0.4","true","true","false","true","816","8.724","675.5694871273668"
"9","0.8","true","true","false","true","791","8.984","359.26140713124545"
"8","0.7","true","true","false","true","645","8.692","413.5472238692332"
"6","0.5","true","true","false","true","745","9.004","538.5241515900681"
"7","0.6","true","true","false","true","609","9.372","453.77724918672493"
"4","0.3","true","true","false","true","738","8.512","812.4959274612745"
"3","0.2","true","true","false","true","539","8.616","1002.3181061478774"
"5","0.4","true","true","false","true","817","8.724","675.5694871273668"
"2","0.1","true","true","false","true","721","7.868","1329.4646897166829"
"1","0","true","true","false","true","669","6.616","1539.7860685932287"
"9","0.8","true","true","false","true","792","8.984","359.26140713124516"
"6","0.5","true","true","false","true","746","9.004","538.5241515900677"
"8","0.7","true","true","false","true","646","8.692","413.5472238692335"
"4","0.3","true","true","false","true","739","8.512","812.4959274612746"
"5","0.4","true","true","false","true","818","8.724","675.5694871273669"
"7","0.6","true","true","false","true","610","9.372","453.7772491867251"
"9","0.8","true","true","false","true","793","8.984","359.26140713124556"
"2","0.1","true","true","false","true","722","7.868","1329.4646897166826"
"3","0.2","true","true","false","true","540","8.616","1002.3181061478771"
"1","0","true","true","false","true","670","6.62","1538.06739879051"
"6","0.5","true","true","false","true","747","9.004","538.5241515900683"
"4","0.3","true","true","false","true","740","8.512","812.4959274612742"
"5","0.4","true","true","false","true","819","8.724","675.5694871273669"
"9","0.8","true","true","false","true","794","8.984","359.26140713124545"
"8","0.7","true","true","false","true","647","8.692","413.5472238692333"
"7","0.6","true","true","false","true","611","9.372","453.777249186725"
"2","0.1","true","true","false","true","723","7.868","1329.4646897166824"
"1","0","true","true","false","true","671","6.636","1538.2727568103417"
"6","0.5","true","true","false","true","748","9.004","538.524151590068"
"5","0.4","true","true","false","true","820","8.724","675.5694871273672"
"3","0.2","true","true","false","true","541","8.616","1002.3181061478776"
"9","0.8","true","true","false","true","795","8.984","359.26140713124545"
"4","0.3","true","true","false","true","741","8.512","812.4959274612743"
"2","0.1","true","true","false","true","724","7.868","1329.464689716682"
"8","0.7","true","true","false","true","648","8.692","413.54722386923316"
"7","0.6","true","true","false","true","612","9.372","453.7772491867248"
"1","0","true","true","false","true","672","6.648","1537.8454401306476"
"9","0.8","true","true","false","true","796","8.984","359.2614071312452"
"5","0.4","true","true","false","true","821","8.724","675.5694871273664"
"6","0.5","true","true","false","true","749","9.004","538.524151590068"
"4","0.3","true","true","false","true","742","8.512","812.4959274612747"
"2","0.1","true","true","false","true","725","7.868","1329.4646897166824"
"3","0.2","true","true","false","true","542","8.616","1002.3181061478774"
"8","0.7","true","true","false","true","649","8.692","413.5472238692335"
"1","0","true","true","false","true","673","6.628","1539.2644789869562"
"7","0.6","true","true","false","true","613","9.372","453.7772491867248"
"5","0.4","true","true","false","true","822","8.724","675.5694871273669"
"9","0.8","true","true","false","true","797","8.984","359.26140713124556"
"6","0.5","true","true","false","true","750","9.004","538.524151590068"
"4","0.3","true","true","false","true","743","8.512","812.4959274612747"
"2","0.1","true","true","false","true","726","7.868","1329.4646897166826"
"5","0.4","true","true","false","true","823","8.724","675.5694871273669"
"8","0.7","true","true","false","true","650","8.692","413.54722386923333"
"1","0","true","true","false","true","674","6.632","1540.0285702755868"
"9","0.8","true","true","false","true","798","8.984","359.26140713124533"
"7","0.6","true","true","false","true","614","9.372","453.7772491867249"
"3","0.2","true","true","false","true","543","8.616","1002.3181061478771"
"6","0.5","true","true","false","true","751","9.004","538.5241515900682"
"4","0.3","true","true","false","true","744","8.512","812.4959274612748"
"2","0.1","true","true","false","true","727","7.868","1329.4646897166833"
"5","0.4","true","true","false","true","824","8.724","675.5694871273669"
"9","0.8","true","true","false","true","799","8.984","359.26140713124573"
"6","0.5","true","true","false","true","752","9.004","538.5241515900682"
"1","0","true","true","false","true","675","6.648","1541.8537863381111"
"4","0.3","true","true","false","true","745","8.512","812.4959274612746"
"7","0.6","true","true","false","true","615","9.372","453.7772491867248"
"8","0.7","true","true","false","true","651","8.692","413.5472238692334"
"3","0.2","true","true","false","true","544","8.616","1002.3181061478772"
"5","0.4","true","true","false","true","825","8.724","675.5694871273665"
"2","0.1","true","true","false","true","728","7.868","1329.4646897166822"
"9","0.8","true","true","false","true","800","8.984","359.2614071312452"
"6","0.5","true","true","false","true","753","9.004","538.524151590068"
"1","0","true","true","false","true","676","6.66","1541.6258198405867"
"4","0.3","true","true","false","true","746","8.512","812.4959274612748"
"5","0.4","true","true","false","true","826","8.724","675.5694871273662"
"7","0.6","true","true","false","true","616","9.372","453.77724918672476"
"2","0.1","true","true","false","true","729","7.868","1329.4646897166836"
"8","0.7","true","true","false","true","652","8.692","413.54722386923345"
"3","0.2","true","true","false","true","545","8.616","1002.3181061478776"
"9","0.8","true","true","false","true","801","8.984","359.2614071312455"
"6","0.5","true","true","false","true","754","9.004","538.524151590068"
"5","0.4","true","true","false","true","827","8.724","675.5694871273669"
"1","0","true","true","false","true","677","6.652","1540.0137535334097"
"4","0.3","true","true","false","true","747","8.512","812.4959274612744"
"2","0.1","true","true","false","true","730","7.868","1329.4646897166824"
"7","0.6","true","true","false","true","617","9.372","453.77724918672516"
"6","0.5","true","true","false","true","755","9.004","538.5241515900676"
"8","0.7","true","true","false","true","653","8.692","413.54722386923305"
"9","0.8","true","true","false","true","802","8.984","359.2614071312454"
"5","0.4","true","true","false","true","828","8.724","675.569487127367"
"3","0.2","true","true","false","true","546","8.616","1002.3181061478774"
"4","0.3","true","true","false","true","748","8.512","812.4959274612746"
"1","0","true","true","false","true","678","6.66","1539.4371322926827"
"2","0.1","true","true","false","true","731","7.868","1329.4646897166824"
"6","0.5","true","true","false","true","756","9.004","538.524151590068"
"9","0.8","true","true","false","true","803","8.984","359.26140713124556"
"7","0.6","true","true","false","true","618","9.372","453.7772491867248"
"5","0.4","true","true","false","true","829","8.724","675.5694871273665"
"8","0.7","true","true","false","true","654","8.692","413.54722386923333"
"4","0.3","true","true","false","true","749","8.512","812.4959274612747"
"2","0.1","true","true","false","true","732","7.868","1329.4646897166826"
"6","0.5","true","true","false","true","757","9.004","538.5241515900681"
